Andrea:::we can't be friends (wait for your love) Ariana Grande:::https://www.youtube.com/watch?v=KNtJGQkC-WI
Andrea:::TEXAS HOLD 'EM Beyoncé:::https://www.youtube.com/watch?v=238Z4YaAr1g
Andrea:::Beautiful Things Benson Boone:::https://www.youtube.com/watch?v=Oa_RSwwpPaA
Andrea:::Lose Control Teddy Swims:::https://www.youtube.com/watch?v=GZ3zL7kT6_c
Andrea:::Training Season Dua Lipa:::https://www.youtube.com/watch?v=ZjBZ8MUnB0E
Andrea:::Cruel Summer Taylor Swift:::https://www.youtube.com/watch?v=ic8j13piAhQ
Andrea:::Houdini Dua Lipa:::https://www.youtube.com/watch?v=suAR1PYFNYA
Andrea:::Stick Season Noah Kahan:::https://www.youtube.com/watch?v=JKrDdsgXuso
Andrea:::yes, and? Ariana Grande:::https://www.youtube.com/watch?v=eB6txyhHFG4
Andrea:::Karma Taylor Swift:::https://www.youtube.com/watch?v=XzOvgu3GPwY
Noemi:::loco:::https://www.youtube.com/watch?v=VYtJAuoZxcc
Andrea:::greedy Tate McRae:::https://www.youtube.com/watch?v=To4SWGZkEPk
Andrea:::Strangers Kenya Grace:::https://www.youtube.com/watch?v=S2TaAcwC_zI
Andrea:::Prada cassö RAYE D-Block Europe:::https://www.youtube.com/watch?v=zFMYL0XQ3lA
Andrea:::vampire Olivia Rodrigo:::https://www.youtube.com/watch?v=RlPNh_PBZb4
Andrea:::Dance The Night Dua Lipa:::https://www.youtube.com/watch?v=OiC1rgCPmUQ
Andrea:::REACT Switch Disco Ella Henderson Robert Miles:::https://www.youtube.com/watch?v=2nIJjFBfguc
Andrea:::Don't Say Love Leigh-Anne:::https://www.youtube.com/watch?v=hNSJWpULrJA
Andrea:::Padam Padam Kylie Minogue:::https://www.youtube.com/watch?v=p6Cnazi_Fi0
Andrea:::Miracle (with Ellie Goulding) Calvin Harris Ellie Goulding:::https://www.youtube.com/watch?v=961v0E3b01g
Andrea:::Green Green Grass George Ezra:::https://www.youtube.com/watch?v=VQeW62X8rEA
Andrea:::Forget Me Lewis Capaldi:::https://www.youtube.com/watch?v=nBZlrbrBO1I
Andrea:::Last Night Morgan Wallen:::https://www.youtube.com/watch?v=bUjPPBxbQrQ
Andrea:::Flowers Miley Cyrus:::https://www.youtube.com/watch?v=G7KNmW9a75Y
Andrea:::Anti-Hero Taylor Swift:::https://www.youtube.com/watch?v=b1kbLwvqugk
Andrea:::I'm Good (Blue) David Guetta Bebe Rexha:::https://www.youtube.com/watch?v=90RLzVUuXe4
Andrea:::As It Was Harry Styles:::https://www.youtube.com/watch?v=H5v3kku4y6Q
Andrea:::10:35 Tiësto Tate McRae:::https://www.youtube.com/watch?v=EXIWlRrkjKE
Andrea:::Light Switch Charlie Puth:::https://www.youtube.com/watch?v=WFsAon_TWPQ
Andrea:::Kill Bill SZA:::https://www.youtube.com/watch?v=MSRcC626prw
Andrea:::The Motto Tiësto Ava Max:::https://www.youtube.com/watch?v=1_4ELAxKrDc
Andrea:::Levitating (feat. DaBaby) Dua Lipa DaBaby:::https://www.youtube.com/watch?v=TUVcZfQe-Kw
Andrea:::(It Goes Like) Nanana - Edit Peggy Gou:::https://www.youtube.com/watch?v=sCz5y84dwuA
Andrea:::Boy's a liar Pt. 2 PinkPantheress Ice Spice:::https://www.youtube.com/watch?v=oftolPu9qp4
Andrea:::Good Love Hannah Laing RoRo:::https://www.youtube.com/watch?v=4RETMHLh9wc
Andrea:::Calm Down (with Selena Gomez) Rema Selena Gomez:::https://www.youtube.com/watch?v=WcIcVapfqXw
Andrea:::What Was I Made For? [From The Motion Picture "Barbie"] Billie Eilish:::https://www.youtube.com/watch?v=cW8VLC9nnTo
Andrea:::drivers license Olivia Rodrigo:::https://www.youtube.com/watch?v=ZmDBbnmKpqQ
Andrea:::Made You Look Meghan Trainor:::https://www.youtube.com/watch?v=gPCCYMeXin0
Andrea:::Beg for You (feat. Rina Sawayama) Charli XCX Rina Sawayama:::https://www.youtube.com/watch?v=hw_Gtwdnp1Q
Andrea:::Unholy (feat. Kim Petras) Sam Smith Kim Petras:::https://www.youtube.com/watch?v=Uq9gPaIzbe8
Andrea:::Blinding Lights The Weeknd:::https://www.youtube.com/watch?v=4NRXx6U8ABQ
Andrea:::MONTERO (Call Me By Your Name) Lil Nas X:::https://www.youtube.com/watch?v=6swmTBVI83k
Andrea:::My Universe Coldplay BTS:::https://www.youtube.com/watch?v=3YqPKLZF_WU
Andrea:::Shivers Ed Sheeran:::https://www.youtube.com/watch?v=Il0S8BoucSA
Andrea:::Don't Start Now Dua Lipa:::https://www.youtube.com/watch?v=oygrmJFKYZY
Andrea:::Cold Heart - PNAU Remix Elton John Dua Lipa PNAU:::https://www.youtube.com/watch?v=qod03PVTLqk
Andrea:::STAY (with Justin Bieber) The Kid LAROI Justin Bieber:::https://www.youtube.com/watch?v=kTJczUoc26U
Andrea:::Rain On Me (with Ariana Grande) Lady Gaga Ariana Grande:::https://www.youtube.com/watch?v=AoAm4om0wTs
Andrea:::Save Your Tears (with Ariana Grande) (Remix) The Weeknd Ariana Grande:::https://www.youtube.com/watch?v=LIIDh-qI9oI
Andrea:::Head CRuOOxF-ENQ Heart (feat. MNEK) Joel Corry MNEK:::https://www.youtube.com/watch?v=CRuOOxF-ENQ
Andrea:::Where Are You Now Lost Frequencies Calum Scott:::https://www.youtube.com/watch?v=PoP2Sa7wYNQ
Andrea:::Bad Habits Ed Sheeran:::https://www.youtube.com/watch?v=orJSJGHjBLI
Andrea:::Physical Dua Lipa:::https://www.youtube.com/watch?v=9HDEHj2yzew
Andrea:::Dynamite BTS:::https://www.youtube.com/watch?v=gdZLi9oWNZg
Andrea:::Save Your Tears The Weeknd:::https://www.youtube.com/watch?v=XXYlFuWEuKI
Andrea:::Peru Fireboy DML Ed Sheeran:::https://www.youtube.com/watch?v=pekzpzNCNDQ
Andrea:::Where Did You Go? (feat. MNEK) Jax Jones MNEK:::https://www.youtube.com/watch?v=iqVLISbFZPc
Andrea:::Crazy What Love Can Do David Guetta Becky Hill Ella Henderson:::https://www.youtube.com/watch?v=8bzesUu_a4I
Andrea:::Remember Becky Hill David Guetta:::https://www.youtube.com/watch?v=NhCxrUEW3PM
Andrea:::Bam Bam (feat. Ed Sheeran) Camila Cabello Ed Sheeran:::https://www.youtube.com/watch?v=-8VfKZCOo_I
Andrea:::Kings jH1RNk8954Q Queens Ava Max:::https://www.youtube.com/watch?v=jH1RNk8954Q
